id,citation_counts
1607.00123,17
1607.00172,5
1607.00173,3
1607.00188,3
1607.00191,16
1607.00214,4
1607.00236,10
1607.00237,38
1607.00263,6
1607.00313,18
1607.00342,14
1607.00365,7
1607.00373,25
1607.00390,69
1607.00391,4
1607.00399,2
1607.00456,26
1607.00463,1
1607.00503,20
1607.00526,2
1607.00615,11
1607.00726,17
1607.00727,5
1607.00728,11
1607.00744,4
1607.00764,22
1607.00793,18
1607.00795,48
1607.00914,50
1607.01025,81
1607.01030,4
1607.01125,4
1607.01139,8
1607.01178,8
1607.01203,2
1607.01240,8
1607.01244,34
1607.01246,20
1607.01252,8
1607.01260,7
1607.01277,25
1607.01286,3
1607.01315,26
1607.01316,12
1607.01348,2
1607.01361,12
1607.01395,39
1607.01402,4
1607.01467,16
1607.01498,13
1607.01513,31
1607.01521,11
1607.01534,9
1607.01541,12
1607.01680,14
1607.01710,9
1607.01716,4
1607.01721,7
1607.01743,19
1607.01747,32
1607.01753,35
1607.01767,46
1607.01781,32
1607.01784,16
1607.01807,8
1607.01819,0
1607.01830,28
1607.01871,24
1607.01873,30
1607.01922,9
1607.01926,33
1607.01929,3
1607.02030,22
1607.02083,4
1607.02084,16
1607.02095,4
1607.02103,6
1607.02195,20
1607.02320,20
1607.02439,7
1607.02448,26
1607.02508,21
1607.02514,12
1607.02542,12
1607.02589,1
1607.02593,3
1607.02595,12
1607.02610,15
1607.02690,1
1607.02693,7
1607.02700,27
1607.02773,23
1607.02830,16
1607.02843,36
1607.02877,7
1607.02890,0
1607.02967,104
1607.02978,17
1607.02989,50
1607.02997,1
1607.03017,5
1607.03053,17
1607.03060,0
1607.03119,23
1607.03120,105
1607.03122,9
1607.03123,63
1607.03129,8
1607.03159,5
1607.03176,26
1607.03411,4
1607.03461,13
1607.03473,15
1607.03497,87
1607.03500,11
1607.03510,6
1607.03605,10
1607.03721,12
1607.03735,152
1607.03756,14
1607.03763,19
1607.03897,14
1607.03901,226
1607.03908,119
1607.03913,6
1607.03916,12
1607.04059,2
1607.04099,38
1607.04114,8
1607.04129,41
1607.04132,1
1607.04140,19
1607.04195,2
1607.04205,55
1607.04208,12
1607.04222,12
1607.04230,12
1607.04237,1
1607.04253,65
1607.04265,19
1607.04281,108
1607.04286,8
1607.04369,2
1607.04422,3
1607.04466,16
1607.04477,0
1607.04491,5
1607.04605,4
1607.04628,5
1607.04642,18
1607.04713,21
1607.04718,20
1607.04832,23
1607.04839,4
1607.04861,4
1607.04928,37
1607.04998,15
1607.05141,8
1607.05187,5
1607.05190,20
1607.05193,19
1607.05233,10
1607.05260,7
1607.05261,12
1607.05273,28
1607.05280,12
1607.05293,2
1607.05305,3
1607.05316,77
1607.05360,45
1607.05362,1
1607.05366,26
1607.05370,0
1607.05379,4
1607.05401,6
1607.05405,8
1607.05445,8
1607.05450,46
1607.05458,0
1607.05479,0
1607.05546,0
1607.05551,11
1607.05579,0
1607.05656,35
1607.05663,21
1607.05701,61
1607.05703,127
1607.05728,29
1607.05729,10
1607.05849,3
1607.05863,5
1607.05866,5
1607.05919,0
1607.05926,2
1607.06001,0
1607.06024,0
1607.06036,39
1607.06047,41
1607.06084,55
1607.06105,33
1607.06108,3
1607.06109,129
1607.06110,68
1607.06155,25
1607.06157,6
1607.06174,18
1607.06326,5
1607.06379,33
1607.06414,14
1607.06427,17
1607.06428,0
1607.06448,32
1607.06463,115
1607.06474,31
1607.06475,42
1607.06493,21
1607.06500,25
1607.06506,2
1607.06519,21
1607.06546,4
1607.06555,20
1607.06629,15
1607.06643,5
1607.06659,18
1607.06670,18
1607.06750,8
1607.06761,4
1607.06805,22
1607.06814,55
1607.06817,38
1607.06828,54
1607.06844,14
1607.06866,40
1607.06888,0
1607.06974,13
1607.06995,4
1607.07041,15
1607.07053,3
1607.07062,13
1607.07074,20
1607.07077,47
1607.07138,9
1607.07152,5
1607.07224,36
1607.07253,4
1607.07280,12
1607.07301,1
1607.07302,7
1607.07334,12
1607.07347,23
1607.07413,9
1607.07418,40
1607.07422,25
1607.07439,45
1607.07449,30
1607.07457,174
1607.07460,16
1607.07471,6
1607.07505,2
1607.07506,205
1607.07615,13
1607.07651,22
1607.07659,0
1607.07773,6
1607.07786,36
1607.07807,4
1607.07873,9
1607.07878,34
1607.07885,41
1607.07899,12
1607.07900,10
1607.07912,15
1607.08094,18
1607.08107,6
1607.08143,2
1607.08171,0
1607.08219,6
1607.08231,5
1607.08244,26
1607.08246,30
1607.08249,9
1607.08296,6
1607.08305,10
1607.08327,12
1607.08330,17
1607.08360,0
1607.08361,2
1607.08373,4
1607.08460,63
1607.08476,1
1607.08516,8
1607.08545,11
1607.08557,13
1607.08587,1
1607.08593,0
1607.08599,77
1607.08636,22
1607.08646,4
1607.08670,5
1607.08698,12
1607.08719,4
1607.08854,30
1607.08881,41
1607.08884,5
1607.08887,92
1608.00006,73
1608.00011,22
1608.00021,12
1608.00041,15
1608.00068,27
1608.00119,21
1608.00130,55
1608.00144,0
1608.00145,4
1608.00151,0
1608.00226,0
1608.00248,3
1608.00262,3
1608.00305,9
1608.00322,3
1608.00328,25
1608.00343,17
1608.00349,6
1608.00353,30
1608.00379,29
1608.00399,4
1608.00411,7
1608.00445,8
1608.00519,70
1608.00552,9
1608.00595,10
1608.00597,7
1608.00822,1
1608.00829,18
1608.00850,58
1608.00883,15
1608.00902,9
1608.00940,0
1608.01060,4
1608.01214,5
1608.01221,27
1608.01232,6
1608.01245,0
1608.01293,32
1608.01300,22
1608.01308,89
1608.01330,13
1608.01436,6
1608.01515,22
1608.01613,3
1608.01631,17
1608.01634,8
1608.01652,17
1608.01660,14
1608.01665,47
1608.01667,21
1608.01687,11
1608.01796,0
1608.01798,13
1608.01843,23
1608.01980,8
1608.02036,4
1608.02040,13
1608.02056,23
1608.02080,1
1608.02284,0
1608.02380,4
1608.02569,112
1608.02596,14
1608.02606,3
1608.02612,116
1608.02622,12
1608.02651,4
1608.02654,13
1608.02713,7
1608.02758,4
1608.02814,0
1608.02849,11
1608.02853,32
1608.02932,5
1608.02942,53
1608.02952,269
1608.02953,37
1608.02954,27
1608.02955,38
1608.02956,10
1608.02957,36
1608.02958,53
1608.02959,25
1608.02960,48
1608.02961,23
1608.02962,25
1608.02963,38
1608.02964,21
1608.02965,69
1608.02966,26
1608.02967,9
1608.02968,34
1608.02969,27
1608.02970,14
1608.02978,0
1608.02986,3
1608.03072,20
1608.03188,8
1608.03218,29
1608.03247,16
1608.03255,0
1608.03261,9
1608.03276,33
1608.03277,29
1608.03284,91
1608.03286,58
1608.03391,11
1608.03476,0
1608.03504,0
1608.03516,3
1608.03526,24
1608.03558,32
1608.03570,106
1608.03607,8
1608.03709,24
1608.03738,9
1608.03797,20
1608.03919,60
1608.03947,19
1608.03972,4
1608.04023,8
1608.04075,6
1608.04208,63
1608.04222,14
1608.04259,8
1608.04306,23
1608.04380,14
1608.04385,22
1608.04387,17
1608.04393,39
1608.04394,37
1608.04407,19
1608.04408,93
1608.04576,6
1608.04582,52
1608.04627,2
1608.04641,7
1608.04651,51
1608.04653,14
1608.04663,14
1608.04709,22
1608.04730,31
1608.04732,49
1608.04734,17
1608.04744,17
1608.04748,13
1608.04754,23
1608.04900,7
1608.04912,5
1608.04921,3
1608.04922,9
1608.04948,80
1608.05000,6
1608.05019,2
1608.05027,3
1608.05036,15
1608.05052,2
1608.05077,78
1608.05090,14
1608.05101,118
1608.05116,5
1608.05126,90
1608.05128,4
1608.05189,2
1608.05270,5
1608.05291,19
1608.05311,1
1608.05318,4
1608.05331,1
1608.05336,32
1608.05351,37
1608.05363,22
1608.05365,21
1608.05402,11
1608.05407,23
1608.05499,276
1608.05516,0
1608.05534,248
1608.05630,28
1608.05687,283
1608.05715,25
1608.05732,3
1608.05843,8
1608.05894,47
1608.05908,53
1608.05915,9
1608.05953,3
1608.06036,1
1608.06040,7
1608.06129,30
1608.06147,367
1608.06163,3
1608.06207,17
1608.06223,31
1608.06241,106
1608.06252,11
1608.06282,32
1608.06284,13
1608.06287,8
1608.06292,12
1608.06364,6
1608.06377,21
1608.06402,5
1608.06452,2
1608.06466,11
1608.06468,1
1608.06481,18
1608.06523,2
1608.06589,3
1608.06600,18
1608.06624,131
1608.06638,60
1608.06641,28
1608.06643,3
1608.06692,22
1608.06818,20
1608.06899,2
1608.06951,76
1608.06979,9
1608.07018,143
1608.07219,33
1608.07237,18
1608.07262,4
1608.07272,64
1608.07275,8
1608.07279,12
1608.07294,117
1608.07298,21
1608.07359,0
1608.07379,0
1608.07387,10
1608.07431,11
1608.07506,0
1608.07554,22
1608.07555,33
1608.07567,136
1608.07576,15
1608.07582,39
1608.07611,48
1608.07753,14
1608.07795,12
1608.07826,43
1608.07845,5
1608.07864,3
1608.07909,12
1608.08116,18
1608.08119,3
1608.08135,266
1608.08256,39
1608.08274,0
1608.08304,11
1608.08351,6
1608.08372,2
1608.08401,6
1608.08448,40
1608.08451,2
1608.08504,86
1608.08511,7
1608.08573,9
1608.08595,13
1608.08695,10
1608.08727,6
1608.08781,17
1608.08819,8
1608.08836,11
1608.08972,10
1608.08977,44
1608.09011,34
1609.00007,50
1609.00008,41
1609.00011,16
1609.00024,17
1609.00026,86
1609.00047,4
1609.00143,18
1609.00164,1
1609.00167,11
1609.00205,0
1609.00207,278
1609.00250,22
1609.00282,119
1609.00310,52
1609.00353,3
1609.00364,48
1609.00377,5
1609.00385,49
1609.00393,3
1609.00459,41
1609.00490,19
1609.00513,6
1609.00572,130
1609.00669,156
1609.00708,33
1609.00716,41
1609.00723,27
1609.00729,26
1609.00732,134
1609.00753,0
1609.00801,35
1609.00868,28
1609.00872,60
1609.00975,19
1609.00991,61
1609.01004,0
1609.01081,2
1609.01111,10
1609.01189,6
1609.01202,14
1609.01208,50
1609.01258,55
1609.01281,26
1609.01287,227
1609.01295,3
1609.01311,12
1609.01347,15
1609.01356,0
1609.01385,7
1609.01413,8
1609.01470,3
1609.01473,15
1609.01628,7
1609.01629,15
1609.01667,11
1609.01723,37
1609.01725,17
1609.01727,4
1609.01736,11
1609.01738,20
1609.01832,9
1609.01923,14
1609.01943,0
1609.01946,7
1609.01988,9
1609.02002,14
1609.02088,18
1609.02089,16
1609.02149,69
1609.02154,20
1609.02158,13
1609.02165,30
1609.02167,9
1609.02223,9
1609.02290,18
1609.02467,1
1609.02470,0
1609.02475,7
1609.02499,5
1609.02514,129
1609.02550,75
1609.02558,5
1609.02564,108
1609.02733,20
1609.02799,20
1609.02816,9
1609.02850,7
1609.02889,7
1609.02912,33
1609.02926,2
1609.03007,21
1609.03254,13
1609.03293,1
1609.03315,16
1609.03382,11
1609.03480,44
1609.03493,15
1609.03523,12
1609.03524,20
1609.03533,12
1609.03534,1
1609.03560,5
1609.03570,14
1609.03582,38
1609.03651,5
1609.03665,4
1609.03676,24
1609.03679,3
1609.03681,2
1609.03712,0
1609.03801,11
1609.03991,31
1609.04012,70
1609.04025,56
1609.04036,118
1609.04168,4
1609.04265,34
1609.04333,3
1609.04336,2
1609.04351,5
1609.04397,11
1609.04404,82
1609.04406,67
1609.04430,4
1609.04454,0
1609.04461,17
1609.04489,54
1609.04550,4
1609.04563,43
1609.04565,7
1609.04645,72
1609.04655,83
1609.04702,3
1609.04719,20
1609.04729,14
1609.04806,35
1609.04813,92
1609.04992,4
1609.05022,65
1609.05039,9
1609.05040,12
1609.05042,19
1609.05062,5
1609.05071,47
1609.05093,0
1609.05222,8
1609.05288,2
1609.05330,9
1609.05432,52
1609.05457,5
1609.05568,4
1609.05605,1
1609.05736,9
1609.05770,40
1609.05775,19
1609.05825,9
1609.05827,16
1609.05870,51
1609.05872,9
1609.05904,14
1609.05905,15
1609.05914,37
1609.06014,16
1609.06191,1
1609.06198,40
1609.06203,83
1609.06228,1
1609.06237,31
1609.06251,12
1609.06271,25
1609.06298,10
1609.06300,22
1609.06318,27
1609.06439,63
1609.06458,8
1609.06469,13
1609.06495,14
1609.06529,24
1609.06535,44
1609.06557,2
1609.06562,2
1609.06571,4
1609.06580,7
1609.06609,45
1609.06723,51
1609.06724,28
1609.06729,11
1609.06863,20
1609.06910,37
1609.06912,30
1609.06920,9
1609.06930,7
1609.06993,32
1609.07030,12
1609.07078,67
1609.07116,13
1609.07144,22
1609.07153,60
1609.07186,7
1609.07210,2
1609.07341,5
1609.07357,12
1609.07362,8
1609.07381,10
1609.07399,1
1609.07443,21
1609.07477,81
1609.07507,2
1609.07621,14
1609.07798,48
1609.07832,327
1609.07921,10
1609.07963,7
1609.08008,10
1609.08034,11
1609.08065,1
1609.08071,22
1609.08156,16
1609.08164,7
1609.08165,8
1609.08232,4
1609.08241,2
1609.08392,2
1609.08402,14
1609.08479,0
1609.08480,19
1609.08500,4
1609.08507,5
1609.08608,29
1609.08627,2
1609.08631,3
1609.08694,6
1609.08841,7
1609.08912,10
1609.09030,21
1609.09050,3
1609.09054,11
1609.09061,56
1609.09083,37
1609.09110,10
1609.09113,6
1609.09120,2
1609.09123,15
1609.09127,16
1609.09136,7
1609.09177,0
1609.09210,34
1609.09232,1
1609.09273,2
1609.09299,5
1609.09302,16
1609.09318,10
1609.09320,2
1609.09370,3
1609.09381,28
1609.09396,9
1609.09427,1
1609.09497,6
1609.09510,10
1609.09514,17
1609.09515,16
1609.09523,10
1609.09702,1
1609.09717,21
1609.09727,1
1609.09745,91
1609.09815,11
1609.09820,13
1609.09834,83
1609.09863,1
1610.00007,9
1610.00010,188
1610.00011,2
1610.00012,0
1610.00018,2
1610.00115,10
1610.00123,18
1610.00150,9
1610.00169,17
1610.00241,14
1610.00302,81
1610.00326,0
1610.00387,31
1610.00392,6
1610.00418,0
1610.00443,12
1610.00464,10
1610.00466,2
1610.00475,3
1610.00595,1
1610.00639,61
1610.00654,11
1610.00657,35
1610.00669,6
1610.00697,13
1610.00707,11
1610.00718,42
1610.00724,0
1610.00727,45
1610.00740,80
1610.00785,6
1610.00899,3
1610.00934,34
1610.00943,2
1610.00968,5
1610.01081,19
1610.01130,4
1610.01161,12
1610.01258,15
1610.01280,24
1610.01300,14
1610.01318,41
1610.01362,19
1610.01425,3
1610.01429,3
1610.01457,23
1610.01480,8
1610.01490,10
1610.01497,23
1610.01501,2
1610.01504,5
1610.01505,33
1610.01519,32
1610.01533,266
1610.01539,9
1610.01542,30
1610.01558,9
1610.01566,8
1610.01569,227
1610.01571,2
1610.01572,105
1610.01620,12
1610.01646,1
1610.01647,13
1610.01654,2
1610.01719,27
1610.01744,7
1610.01769,17
1610.01802,7
1610.01835,11
1610.01940,66
1610.01941,33
1610.01963,5
1610.02000,8
1610.02023,30
1610.02033,23
1610.02038,168
1610.02052,17
1610.02074,0
1610.02078,7
1610.02116,0
1610.02134,42
1610.02261,9
1610.02304,24
1610.02343,7
1610.02363,0
1610.02394,43
1610.02403,22
1610.02421,3
1610.02422,126
1610.02467,2
1610.02499,3
1610.02510,7
1610.02549,9
1610.02669,48
1610.02681,20
1610.02784,3
1610.02808,0
1610.02813,2
1610.02870,24
1610.02886,2
1610.02890,33
1610.02892,18
1610.02914,13
1610.02996,8
1610.03033,2
1610.03043,16
1610.03065,17
1610.03081,57
1610.03166,3
1610.03174,0
1610.03251,15
1610.03402,3
1610.03440,2
1610.03449,13
1610.03481,30
1610.03491,17
1610.03496,35
1610.03501,38
1610.03519,5
1610.03539,13
1610.03546,6
1610.03559,8
1610.03562,6
1610.03624,4
1610.03663,34
1610.03733,10
1610.03767,6
1610.03801,2
1610.03816,218
1610.03841,14
1610.03952,0
1610.03961,0
1610.04009,50
1610.04144,34
1610.04163,58
1610.04202,18
1610.04207,71
1610.04216,2
1610.04227,37
1610.04228,13
1610.04230,40
1610.04233,4
1610.04237,2
1610.04268,3
1610.04291,1
1610.04412,1
1610.04413,163
1610.04447,2
1610.04453,5
1610.04495,81
1610.04525,17
1610.04526,1
1610.04564,90
1610.04618,40
1610.04778,15
1610.04898,5
1610.04926,1
1610.05013,1
1610.05038,2
1610.05205,15
1610.05245,37
1610.05283,2
1610.05284,1
1610.05308,160
1610.05311,85
1610.05314,30
1610.05317,23
1610.05318,36
1610.05320,53
1610.05330,19
1610.05333,3
1610.05371,47
1610.05379,0
1610.05441,13
1610.05484,1
1610.05549,11
1610.05584,7
1610.05599,7
1610.05623,6
1610.05638,3
1610.05659,1
1610.05664,11
1610.05677,49
1610.05797,14
1610.05806,0
1610.05814,18
1610.05833,24
1610.05878,9
1610.05885,25
1610.05886,6
1610.05911,6
1610.05934,25
1610.05967,3
1610.06051,11
1610.06070,61
1610.06078,18
1610.06101,8
1610.06143,0
1610.06156,6
1610.06181,20
1610.06186,48
1610.06255,11
1610.06308,2
1610.06352,28
1610.06436,14
1610.06456,4
1610.06464,11
1610.06471,2
1610.06554,2
1610.06560,1
1610.06567,34
1610.06597,61
1610.06675,89
1610.06693,10
1610.06716,37
1610.06717,31
1610.06782,37
1610.06925,3
1610.06929,33
1610.06938,23
1610.06981,1
1610.06997,2
1610.07010,54
1610.07040,10
1610.07049,3
1610.07134,20
1610.07140,4
1610.07146,30
1610.07179,4
1610.07189,7
1610.07192,67
1610.07205,14
1610.07225,5
1610.07266,19
1610.07275,2
1610.07312,18
1610.07313,0
1610.07347,1
1610.07367,18
1610.07392,100
1610.07441,2
1610.07489,10
1610.07503,6
1610.07506,41
1610.07607,11
1610.07612,33
1610.07618,3
1610.07640,5
1610.07743,6
1610.07764,2
1610.07790,5
1610.07805,3
1610.07822,6
1610.07916,24
1610.07972,9
1610.07975,25
1610.07980,19
1610.07983,15
1610.07991,58
1610.07993,6
1610.08019,86
1610.08032,59
1610.08034,31
1610.08041,16
1610.08063,196
1610.08067,8
1610.08069,9
1610.08080,4
1610.08124,4
1610.08158,7
1610.08212,5
1610.08310,11
1610.08433,11
1610.08455,6
1610.08472,54
1610.08510,36
1610.08516,12
1610.08519,86
1610.08521,11
1610.08522,20
1610.08526,87
1610.08527,12
1610.08740,1
1610.08757,5
1610.08800,4
1610.08823,12
1610.08836,34
1610.08858,24
1610.08864,13
1610.08902,0
1610.08917,241
1610.08952,31
1610.08953,13
1610.08960,47
1610.08968,37
1610.08970,8
1610.08976,45
1610.08987,37
1610.08999,3
1610.09006,2
1610.09169,6
1610.09178,71
1610.09180,5
1610.09219,0
1610.09243,75
1610.09259,22
1610.09378,87
1610.09537,2
1610.09681,40
1610.09685,1
1610.09692,17
1610.09693,11
1610.09758,311
1610.09792,4
1610.09793,3
1610.09844,7
1610.09895,3
1610.09943,7
1610.09948,17
1610.09949,5
1610.09966,3
1610.09983,11
1610.10037,1
1611.00001,28
1611.00016,44
1611.00026,47
1611.00041,1
1611.00048,22
1611.00112,11
1611.00150,27
1611.00157,3
1611.00237,2
1611.00292,42
1611.00295,1
1611.00342,5
1611.00360,10
1611.00361,20
1611.00362,10
1611.00380,38
1611.00394,78
1611.00446,2
1611.00530,6
1611.00546,6
1611.00590,34
1611.00592,38
1611.00593,22
1611.00677,35
1611.00694,1
1611.00763,6
1611.00786,3
1611.00787,6
1611.00808,15
1611.00853,1
1611.00964,3
1611.01013,6
1611.01131,5
1611.01133,4
1611.01154,5
1611.01198,10
1611.01229,13
1611.01275,3
1611.01367,11
1611.01395,37
1611.01398,1
1611.01444,3
1611.01469,98
1611.01490,23
1611.01500,195
1611.01528,26
1611.01601,36
1611.01738,5
1611.01758,0
1611.01810,6
1611.01846,13
1611.01888,37
1611.01893,11
1611.01906,15
1611.01922,10
1611.02100,0
1611.02105,15
1611.02110,14
1611.02172,76
1611.02179,7
1611.02201,0
1611.02269,286
1611.02321,48
1611.02324,14
1611.02485,10
1611.02507,8
1611.02598,56
1611.02622,10
1611.02702,42
1611.02705,10
1611.02728,14
1611.02763,32
1611.02772,54
1611.02804,7
1611.02912,79
1611.02937,60
1611.02959,30
1611.02973,3
1611.02982,4
1611.03037,6
1611.03093,10
1611.03098,10
1611.03101,19
1611.03111,2
1611.03116,6
1611.03137,120
1611.03142,24
1611.03163,16
1611.03164,9
1611.03208,0
1611.03242,0
1611.03326,0
1611.03347,2
1611.03369,15
1611.03415,2
1611.03459,18
1611.03462,6
1611.03470,238
1611.03478,34
1611.03483,0
1611.03490,7
1611.03491,8
1611.03493,178
1611.03498,47
1611.03500,24
1611.03525,2
1611.03534,6
1611.03643,27
1611.03690,5
1611.03702,21
1611.03797,16
1611.03798,23
1611.03820,18
1611.03831,22
1611.03843,1
1611.03903,0
1611.03908,0
1611.03945,3
1611.03948,0
1611.03956,0
1611.04006,1
1611.04009,1
1611.04032,143
1611.04124,4
1611.04162,6
1611.04189,17
1611.04259,8
1611.04285,3
1611.04294,10
1611.04337,4
1611.04409,62
1611.04562,6
1611.04570,31
1611.04588,19
1611.04592,52
1611.04603,39
1611.04607,6
1611.04612,30
1611.04616,25
1611.04617,8
1611.04650,455
1611.04773,16
1611.04804,23
1611.04868,12
1611.04883,12
1611.04927,6
1611.04935,10
1611.04952,0
1611.04978,5
1611.04997,27
1611.05018,26
1611.05031,20
1611.05035,13
1611.05036,36
1611.05038,20
1611.05226,4
1611.05276,8
1611.05436,86
1611.05460,44
1611.05465,0
1611.05493,61
1611.05577,103
1611.05769,30
1611.05786,14
1611.05797,5
1611.05808,11
1611.05812,12
1611.05821,8
1611.05833,2
1611.05841,45
1611.05848,12
1611.05856,47
1611.05906,5
1611.05920,18
1611.05951,5
1611.06033,10
1611.06139,9
1611.06177,22
1611.06200,22
1611.06220,17
1611.06233,24
1611.06270,59
1611.06317,6
1611.06326,0
1611.06336,4
1611.06339,48
1611.06340,5
1611.06347,5
1611.06373,27
1611.06376,3
1611.06498,10
1611.06542,1
1611.06552,3
1611.06685,1
1611.06798,10
1611.07005,53
1611.07009,26
1611.07021,6
1611.07023,7
1611.07029,2
1611.07030,13
1611.07037,10
1611.07041,1
1611.07053,79
1611.07059,16
1611.07062,14
1611.07074,27
1611.07084,29
1611.07106,6
1611.07116,11
1611.07240,7
1611.07243,0
1611.07277,0
1611.07278,14
1611.07304,38
1611.07313,3
1611.07472,3
1611.07479,9
1611.07488,1
1611.07498,0
1611.07508,139
1611.07522,8
1611.07534,62
1611.07557,0
1611.07595,16
1611.07849,8
1611.07978,34
1611.07981,8
1611.07984,12
1611.07998,3
1611.08003,12
1611.08009,4
1611.08011,9
1611.08020,30
1611.08025,6
1611.08051,15
1611.08076,6
1611.08102,2
1611.08125,27
1611.08182,7
1611.08325,28
1611.08346,25
1611.08407,142
1611.08426,8
1611.08517,45
1611.08581,23
1611.08599,22
1611.08601,11
1611.08602,56
1611.08604,1
1611.08613,7
1611.08665,15
1611.08742,3
1611.08856,5
1611.08858,4
1611.08915,285
1611.08953,17
1611.08978,35
1611.09091,22
1611.09102,2
1611.09113,12
1611.09129,4
1611.09175,267
1611.09182,44
1611.09295,10
1611.09310,35
1611.09314,7
1611.09330,2
1611.09344,44
1611.09363,5
1611.09368,17
1611.09370,11
1611.09371,17
1611.09374,56
1611.09380,74
1611.09381,10
1611.09383,4
1611.09396,6
1611.09409,9
1611.09411,81
1611.09439,3
1611.09442,4
1611.09575,5
1611.09676,9
1611.09783,75
1611.09796,18
1611.09808,1
1611.09834,19
1611.09883,14
1611.09884,6
1611.09947,11
1611.09992,8
1611.09996,1
1611.10040,3
1611.10060,89
1611.10077,36
1611.10096,0
1611.10151,6
1611.10172,0
1611.10194,21
1611.10213,13
1611.10214,11
1611.10255,2
1611.10281,13
1611.10290,46
1611.10291,13
1611.10300,30
1611.10323,14
1611.10327,3
1611.10343,5
1611.10344,37
1612.00014,38
1612.00033,37
1612.00035,6
1612.00042,14
1612.00082,57
1612.00114,8
1612.00140,1
1612.00141,8
1612.00247,3
1612.00278,21
1612.00301,18
1612.00306,2
1612.00326,11
1612.00344,2
1612.00346,10
1612.00348,1
1612.00351,10
1612.00389,14
1612.00391,24
1612.00417,65
1612.00422,16
1612.00427,7
1612.00433,242
1612.00453,23
1612.00462,10
1612.00470,5
1612.00551,2
1612.00609,10
1612.00635,17
1612.00659,36
1612.00696,81
1612.00701,5
1612.00721,39
1612.00737,21
1612.00768,29
1612.00771,13
1612.00777,10
1612.00794,10
1612.00809,204
1612.00810,18
1612.00836,22
1612.00853,11
1612.00868,91
1612.00885,23
1612.00899,13
1612.00998,14
1612.01065,3
1612.01135,4
1612.01151,0
1612.01154,0
1612.01181,10
1612.01247,6
1612.01296,11
1612.01306,4
1612.01321,7
1612.01371,3
1612.01536,79
1612.01550,8
1612.01552,12
1612.01557,5
1612.01559,0
1612.01569,14
1612.01590,1
1612.01692,28
1612.01716,10
1612.01723,0
1612.01730,37
1612.01738,28
1612.01806,4
1612.01824,15
1612.01867,1
1612.01874,1
1612.01878,12
1612.01879,3
1612.01914,11
1612.01964,9
1612.01972,21
1612.01990,23
1612.01997,13
1612.02005,26
1612.02008,11
1612.02014,5
1612.02021,4
1612.02036,30
1612.02069,10
1612.02075,23
1612.02123,2
1612.02212,5
1612.02240,8
1612.02249,44
1612.02277,30
1612.02363,89
1612.02399,7
1612.02427,19
1612.02436,19
1612.02452,43
1612.02479,61
1612.02593,5
1612.02612,3
1612.02691,10
1612.02708,34
1612.02759,28
1612.02769,9
1612.02772,15
1612.02797,60
1612.02894,13
1612.02909,2
1612.03002,11
1612.03009,11
1612.03023,5
1612.03069,54
1612.03113,2
1612.03151,9
1612.03158,7
1612.03169,20
1612.03190,22
1612.03289,50
1612.03417,0
1612.03419,2
1612.03466,11
1612.03500,17
1612.03513,0
1612.03518,3
1612.03532,1
1612.03627,56
1612.03631,11
1612.03795,23
1612.03840,3
1612.03851,95
1612.03855,6
1612.03866,5
1612.03879,25
1612.03885,18
1612.03886,24
1612.03891,165
1612.03894,14
1612.03915,9
1612.03927,57
1612.03960,30
1612.03966,17
1612.04024,11
1612.04238,9
1612.04245,0
1612.04252,73
1612.04283,31
1612.04334,39
1612.04355,6
1612.04361,5
1612.04373,15
1612.04374,36
1612.04376,22
1612.04377,5
1612.04378,18
1612.04385,31
1612.04394,6
1612.04404,28
1612.04436,3
1612.04442,16
1612.04505,23
1612.04552,0
1612.04613,2
1612.04624,14
1612.04630,137
1612.04658,2
1612.04727,10
1612.04743,3
1612.04745,0
1612.04758,9
1612.04792,7
1612.04812,4
1612.04833,21
1612.04839,34
1612.04857,1
1612.04894,10
1612.04930,19
1612.04938,2
1612.04998,6
1612.05012,48
1612.05032,72
1612.05066,13
1612.05123,45
1612.05187,3
1612.05197,6
1612.05224,19
1612.05230,22
1612.05233,33
1612.05235,32
1612.05256,22
1612.05257,37
1612.05265,3
1612.05319,15
1612.05439,105
1612.05481,24
1612.05500,54
1612.05538,7
1612.05563,0
1612.05580,10
1612.05590,0
1612.05632,47
1612.05640,57
1612.05646,51
1612.05698,21
1612.05701,2
1612.05742,27
1612.05770,11
1612.05835,12
1612.05853,8
1612.05886,24
1612.05891,15
1612.05895,75
1612.05896,3
1612.05898,4
1612.05900,7
1612.05909,7
1612.05933,4
1612.05942,5
1612.05950,7
1612.05973,8
1612.05981,0
1612.05991,18
1612.06010,4
1612.06074,6
1612.06214,15
1612.06217,9
1612.06221,15
1612.06223,49
1612.06235,49
1612.06236,31
1612.06248,45
1612.06276,6
1612.06297,17
1612.06308,1
1612.06324,28
1612.06330,136
1612.06342,29
1612.06348,9
1612.06349,13
1612.06385,75
1612.06386,4
1612.06393,20
1612.06395,7
1612.06399,38
1612.06414,3
1612.06446,70
1612.06453,17
1612.06510,17
1612.06514,35
1612.06529,22
1612.06637,20
1612.06659,4
1612.06660,0
1612.06679,6
1612.06710,16
1612.06761,46
1612.06765,12
1612.06787,13
1612.06823,4
1612.06847,38
1612.06852,47
1612.06854,25
1612.06859,21
1612.06860,17
1612.06874,9
1612.06880,9
1612.06885,30
1612.06904,7
1612.06923,5
1612.06938,14
1612.06949,4
1612.06957,8
